Gene,Protein ID,log2fc_24h,log2fc_48h,mean_A,mean_C,mean_B
Bclaf1,Q8K019,0.07281107100892602,0.22438854217002213,339567032.0,357144392.0,396710048.0
Znf536,Q8K083,0.4090310021840802,0.7845624640094949,315859720.0,419396543.5,544090422.5
Ipo13,Q8K0C1,,,,,
Cyp51a1,Q8K0C4,-0.20249777609853375,0.05971823941435683,476030256.0,413691552.0,496148335.0
Gmds,Q8K0C9,,,,,
Gfm1,Q8K0D5,0.5107933192229143,0.5034846001836518,394008856.0,561397008.5,558560153.0
Taf10,Q8K0H5,,,,,
Erich5,Q8K0S2,,,,,
Taco1,Q8K0Z7,0.34764191136298267,0.00477574293511556,389027272.0,495029056.0,390317200.0
Plekho2,Q8K124,,,,,
Pdxk,Q8K183,,,,,
Cc2d1a,Q8K1A6,,,,,
Angel2,Q8K1C0,,,,,
Alkbh3,Q8K1E6,,,,,
Trnt1,Q8K1J6,0.22235098661979277,-0.07655296473514392,330561720.0,385644264.0,313478544.0
Dnm1l,Q8K1M6,0.23703893009405214,0.23690350642539668,315442472.0,371771416.0,371736520.0
Spats2,Q8K1N4,,-0.2525547288059906,50393194.0,,42300484.0
Pnpt1,Q8K1R3,0.48533676334062203,0.4158553582692959,221466128.0,310033224.0,295455616.0
Wdr11,Q8K1X1,,,,,
Lyrm4,Q8K215,,,,561447265.0,778284476.6666666
Nat10,Q8K224,0.42195811287837326,0.3638437663182813,622856302.5,834468432.5,801522560.0
Abcf3,Q8K268,-0.26032084726962007,-0.03753595315267816,158655484.0,132461816.0,154580832.0
Mmgt1,Q8K273,,,,,
Gtf3c1,Q8K284,,,,,
Colgalt1,Q8K297,0.17832523462041613,0.36414499266833694,463706080.0,524715671.0,596844719.5
Anln,Q8K298,0.16240724368523882,0.06887629040026501,293910792.0,328931136.0,308282848.0
P3h4,Q8K2B0,,,,,
Sdha,Q8K2B3,0.48681832376642487,0.5597828470508998,779199360.0,1091931777.5,1148576735.0
Os9,Q8K2C7,,,,,
Hacd3,Q8K2C9,,,,,
Edc3,Q8K2D3,0.35818038673818153,0.3517490337285197,126382504.0,161998128.0,161277568.0
Otud6b,Q8K2H2,0.17998580812924694,0.07189208105893083,287449056.0,325643200.0,302136058.6666667
Fntb,Q8K2I1,,,,,
Agfg1,Q8K2K6,0.09898298973263324,,202198868.0,216558666.66666666,
Mrpl38,Q8K2M0,-0.17111896742956403,,480505983.0,426763096.5,
Commd9,Q8K2Q0,-0.12014481009182428,-0.017392934837099902,271012916.0,249357708.0,267765237.33333334
Brox,Q8K2Q7,,,,,
Paf1,Q8K2T8,0.19076489610923397,,131419536.0,149998144.0,
Ipo11,Q8K2V6,0.6540030074554519,0.3076029847672283,103366790.0,162650556.0,127931872.0
Mrpl47,Q8K2Y7,,,,,
Prpf39,Q8K2Z2,,,,,
Ncapd2,Q8K2Z4,0.23627209776464664,-0.19748176352442637,375277400.0,442056112.0,327268704.0
Ddx52,Q8K301,0.4266054272958935,0.5334398011362801,168223894.0,226104242.66666666,243483234.66666666
Matr3,Q8K310,0.12073782491021588,0.211411298942562,1358684927.5,1477285600.0,1573112927.5
Champ1,Q8K327,0.8672095056309109,0.8003584465018592,103645632.0,189063232.0,180502368.0
Ddx18,Q8K363,-0.02930147205886449,0.06775889737144215,1024542237.5,1003943437.5,1073809712.5
Mepce,Q8K3A9,0.31818822059123436,0.21063785535613858,309116568.0,385395360.0,357709600.0
Lzic,Q8K3C3,,-1.070510351272178,417664992.0,,198871408.0
Ndufs8,Q8K3J1,0.6601257469827864,,180515888.0,285254880.0,
Optn,Q8K3K8,,,,,
Babam2,Q8K3W0,,,,,
Irf2bpl,Q8K3X4,,,,,
Pom121,Q8K3Z9,,,,,
Pitrm1,Q8K411,0.2700770205792183,0.482618938667621,379408112.0,457517696.0,530138554.0
Mta1,Q8K4B0,0.2795629315312384,0.13554661873538495,311135248.0,377664394.6666667,341784853.3333333
Abhd11,Q8K4F5,,,,,
Nsun5,Q8K4F6,0.7593857073285384,0.870513472538584,76198864.0,128987128.0,139315412.0
Ddx54,Q8K4L0,0.3471610234943553,0.5306945393065277,146031984.0,185760712.0,210961381.33333334
Commd1,Q8K4M5,,,,,
Wdr33,Q8K4P0,,,,,
Colec12,Q8K4Q8,,,,,
Dlgap5,Q8K4R9,-0.11450171417836703,-0.40280550073829624,2631428287.5,2430653700.0,1990375425.0
Agpat4,Q8K4X7,,,,,
Naxe,Q8K4Z3,-0.41957928414288825,0.5095876716434558,888137197.5,664009220.0,1264390530.0
Sf3a1,Q8K4Z5,0.20857332323544656,0.3652457900919196,858797760.0,992379375.0,1106218307.5
Mcfd2,Q8K5B2,,,,,
Dcaf8,Q8N7N5,,,,,
Ahsa2,Q8N9S3,0.19493535808203158,,221790304.0,253877344.0,
Hibch,Q8QZS1,,,,237192869.33333334,241014448.0
Acat1,Q8QZT1,0.1581568065555345,0.18193131568065962,1581053090.0,1764234847.5,1793548960.0
IntS13,Q8QZV7,0.6161712203149775,,689455490.0,1056798660.0,
Haus3,Q8QZX2,,,,,
Eif3l,Q8QZY1,0.05965999388831043,-0.016759661383102836,1291523360.0,1346051615.0,1276606657.5
Sf3b4,Q8QZY9,0.3533718960973437,0.24575137049830864,353158400.0,451175056.0,418743496.0
Tprkb,Q8QZZ7,,,,,
Mapre2,Q8R001,0.19052524730008283,-0.5094985720027223,173674472.0,198193680.0,122000506.66666667
Aimp2,Q8R010,0.2885714258495745,0.19476414866587954,1416383040.0,1730013025.0,1621102847.5
Blmh,Q8R016,-0.4751637625396255,-0.8812461925313125,695451742.5,500297640.0,377559552.0
Mrpl58,Q8R035,,,,,
Gspt1,Q8R050,0.17629170620968554,-0.1184512861460749,666214160.0,752805790.0,613700488.5
Gtse1,Q8R080,,,,,
Hnrnpl,Q8R081,0.006723774274134494,0.009916741111610002,3281514752.5,3296844160.0,3304148802.5
Gtf2f2,Q8R0A0,-0.34999453051638907,-0.48503056007037454,453296880.0,355650872.0,323872432.0
Ilkap,Q8R0F6,,,,154241400.0,
Fahd1,Q8R0F8,,,,,
Nup133,Q8R0G9,0.7346327011134404,0.7497560344936838,293210096.0,487893912.0,493035256.0
Gga1,Q8R0H9,-0.34486445078242794,-0.6821990466906744,103694264.0,81646992.0,64623780.0
Eppk1,Q8R0W0,,,,,
Sgpl1,Q8R0X7,,,,420554912.0,447152848.0
Sccpdh,Q8R127,,,,,
Ero1a,Q8R180,0.1578952628477577,0.7902799350193569,377528208.0,421192488.0,652901057.5
Dock7,Q8R1A4,-0.08095107390402416,-1.2419963224973603,212638896.0,201036080.0,89901008.0
Eif3c,Q8R1B4,-0.08983704674842809,-0.22985720045454386,1431137730.0,1344738335.0,1220358750.0
Niban2,Q8R1F1,0.19271360811045182,0.14718107471403696,580758744.0,663755807.5,643134305.0
Hid1,Q8R1F6,,,,,
Rpp40,Q8R1F9,,,,,
Pdlim2,Q8R1G6,0.28962764021151105,-0.03601539365498217,217838648.0,266269572.0,212467848.0
Uqcr10,Q8R1I1,1.2270192934348276,1.6014710703685946,254511908.0,595768750.0,772322942.5
Zcchc9,Q8R1J3,,,,,
Hmces,Q8R1M0,,,,,
Znf830,Q8R1N0,,,,,
Nudcd3,Q8R1N4,,,,,
Dync1li1,Q8R1Q8,0.16632015461989016,0.2617236488998319,438595096.0,492188120.0,525836151.0
Spart,Q8R1X6,0.42619514559852895,-0.06868472430711657,185126116.0,248751216.0,176519028.0
Mrps18c,Q8R2L5,,,,,
Dnttip2,Q8R2M2,0.0012043239663474925,0.21371871008713464,1085616465.0,1086523087.5,1258960672.5
Utp4,Q8R2N2,0.6350354522210022,0.47400594629631143,193860184.0,301060196.0,269264208.0
Tctn3,Q8R2Q6,,,,,
Seh1l,Q8R2U0,0.46213552873569175,-0.6056742113974205,608953150.0,838881346.6666666,400182208.0
Nepro,Q8R2U2,0.126432349205686,,563606400.0,615227650.0,
Ntmt1,Q8R2U4,0.022425494026416422,0.025789183765046082,310334864.0,315196448.0,315932196.0
Ptrh2,Q8R2Y8,0.1632800593466583,0.41820628726540604,1566960575.0,1754729855.0,2093874782.5
Ubqln1,Q8R317,,,,,
Gle1,Q8R322,,,,,
Rfc3,Q8R323,0.1970364371100026,-0.02515578395695368,344432528.0,394837176.0,338478832.0
Pspc1,Q8R326,-0.09247266519376184,-0.09628663768650425,347139768.0,325587200.0,324727600.0
Nup58,Q8R332,,,,,
Ccdc12,Q8R344,,,,,
Cdc16,Q8R349,,,,,
Plcd1,Q8R3B1,,,,,
Mcmbp,Q8R3C0,0.21246117021095182,0.45435588681565287,158031100.0,183104808.0,216529620.0
Rbm19,Q8R3C6,-0.06965525355150493,0.0865854514035958,2161645342.5,2059757632.5,2295351810.0
Ppp1r8,Q8R3G1,,,,,
Hs2st1,Q8R3H7,,,,,
Ttc4,Q8R3H9,,,,136772020.0,
Tcf25,Q8R3L2,,,,,
Nop14,Q8R3N1,0.47556496239800494,0.3801187648340965,272646236.0,379104400.0,354835168.0
Thoc1,Q8R3N6,,,140628092.0,,
Ints14,Q8R3P6,,,,367917952.0,366620288.0
Mix23,Q8R3Q6,-0.4534540993893092,0.013173136472463322,361169576.0,263759356.0,364482489.3333333
Exoc1,Q8R3S6,,,,,
Sh3glb2,Q8R3V5,,,,,
Irf2bp1,Q8R3Y8,,,,,
Micos13,Q8R404,-0.7198522477878564,-1.1382696421928853,309094960.0,187669978.66666666,140423120.0
Hexim1,Q8R409,0.11450490115639538,0.9457468312585949,166269456.0,180003888.0,320265856.0
Cd109,Q8R422,-0.767408136635703,,138566576.0,81403976.0,
Nup85,Q8R480,1.3262674467541906,0.6174332425763888,347474122.6666667,871302080.0,533075095.5
Nup35,Q8R4R6,-0.15381821603508516,0.16887001269021054,447306192.0,402069392.0,502851615.0
Rbm12,Q8R4X3,,,,,
Sh3kbp1,Q8R550,-0.35037066951256307,0.07222912700762658,250805396.0,196727374.0,263681712.0
Snap47,Q8R570,-0.31375669102930714,,175890512.0,141511664.0,
Prpsap2,Q8R574,-0.022372052639906388,-0.2112959571610398,238266768.0,234600436.0,205805536.0
Apbb1ip,Q8R5A3,0.3527806027717614,0.2965818160722795,167694884.0,214149644.0,205968040.0
Actr1b,Q8R5C5,-0.2628838740937266,0.028395301504383144,255886912.0,213261344.0,260973200.0
Usp15,Q8R5H1,0.020464403000934002,-0.3621802622978474,714370237.5,724575677.5,555771445.3333334
Arl6ip5,Q8R5J9,0.0254768269868557,0.23622351404492056,917762785.0,934113680.0,1081037617.5
Nol6,Q8R5K4,0.5914222525600369,0.6628434624204427,305696424.0,460602400.0,483978560.0
Tmx1,Q8VBT0,0.38624852065956156,0.5724398739748826,456499960.0,596641055.5,678832015.5
Exosc2,Q8VBV3,,,,,
Cops8,Q8VBV7,-0.2536117285003079,-0.2669386334704296,522444039.0,438222872.0,434193425.0
Nae1,Q8VBW6,-0.35519616594902315,,179519608.0,140341848.0,
Clptm1,Q8VBZ3,-0.1137959122177025,-0.15422096864185839,286771488.0,265020816.0,257697872.0
Rbpms2,Q8VC52,-0.005632921410303472,0.5125368573209271,237101368.0,236177424.0,338238490.6666667
Kctd5,Q8VC57,0.18679799007445053,0.2899244888713322,102682700.0,116877006.0,125537434.0
Rbms2,Q8VC70,-0.18151677499747965,-0.18072561819830987,524588399.5,462569175.0,462822912.0
Lsm1,Q8VC85,,,,,
Ndc1,Q8VCB1,,,,,
Mavs,Q8VCF0,0.38795462087614496,0.8127852590610839,120791084.0,158059592.0,212181552.0
Wdr74,Q8VCG3,,,,,
Acaa1b,Q8VCH0,,,,,
Ubxn4,Q8VCH8,0.07403110497295902,0.3580248820111143,259198596.0,272846400.0,332207072.0
Ncln,Q8VCM8,,,,168580248.0,213490552.0
Cth,Q8VCN5,-1.6677879460639256,-1.2040713048336704,1092512640.0,343852568.0,474203648.0
Rnpep,Q8VCT3,-0.6789486807175867,,275035184.0,171792554.0,
Acsf2,Q8VCW8,,,,,
Utp6,Q8VCY6,,,,242216600.0,
Bles03,Q8VD62,,,,,
Myh9,Q8VDD5,-0.11171249295957282,0.03759277242654829,3722093377.5,3444755902.5,3820355840.0
Uhrf1,Q8VDF2,0.27571423734947514,0.28920705894478194,265876700.0,321868544.0,324892944.0
Parn,Q8VDG3,,,,,
Hdlbp,Q8VDJ3,-0.32962276087398373,-0.32394857706553043,1310389567.5,1042735330.0,1046844530.0
Adpgk,Q8VDL4,,,,,
Psmd2,Q8VDM4,0.22597412683114187,0.003195539639731515,1727487585.0,2020411935.0,1731318175.0
Hnrnpul1,Q8VDM6,0.22354365197247017,0.21023830980203995,249858844.0,291734688.0,289056516.0
Atp1a1,Q8VDN2,0.38129466281841806,0.3879083818164488,523840912.0,682308127.5,685443200.0
Steep1,Q8VDP2,,,,,
Ccar2,Q8VDP4,0.31013369889838316,0.2683938818439711,171845928.0,213058464.0,206982608.0
Sirt2,Q8VDQ8,,,,,
Kri1,Q8VDQ9,,,,,
Rprd1a,Q8VDS4,,,127674341.0,,
Stx18,Q8VDS8,,,154101162.66666666,,
Mrpl50,Q8VDT9,,,,,
Ddx39a,Q8VDW0,0.4455412607015436,0.2567486393514632,591108622.5,804986465.0,706246545.0
Naa40,Q8VE10,,,,,
Mrps23,Q8VE22,0.6454047932522622,0.4187972941633871,390640312.0,611031022.5,522212912.0
Rcc1,Q8VE37,-0.03729632831140741,0.31748634979028195,630353262.5,614266302.5,785519407.5
Pdcd10,Q8VE70,,,214869828.0,,
Cul7,Q8VE73,-0.38824553420450875,-0.4312156789052096,181402356.0,138601960.0,134534624.0
Thoc3,Q8VE80,,,245357016.0,,
Fam114a2,Q8VE88,-0.43246268184748726,,160679232.0,119062640.0,
Srsf4,Q8VE97,,,,,
Ccdc115,Q8VE99,,,,,
Chchd4,Q8VEA4,,,,,
Rpe,Q8VEE0,,,,,
Rpa1,Q8VEE4,0.46052881207664037,0.4624747818288855,320077856.0,440441888.0,441036376.0
Zng1,Q8VEH6,,,,,
Nle1,Q8VEJ4,,,754995745.0,,
Tmem30a,Q8VEK0,-0.1708980953404169,,241315840.0,214358336.0,
Hnrnpu,Q8VEK3,0.2265024767419798,0.2040938141788004,6988452975.0,8176455675.0,8050436100.0
Slc25a3,Q8VEM8,0.7248417479066523,0.7276058554666456,5253277725.0,8682193675.0,8698844125.0
Rbm39,Q8VH51,0.09459422371367604,0.028873066547545526,944635712.5,1008648992.5,963731422.5
Sec63,Q8VHE0,-0.5742533244896512,-0.6711589534010212,196457376.0,131947408.0,123375624.0
Pofut2,Q8VHI3,,,,,
Dhx36,Q8VHK9,0.3181725872626498,0.14650938834899116,158766222.0,197941840.0,175736442.66666666
Setd7,Q8VHL1,0.5970551063158878,0.5009186841642601,468942512.0,709334530.0,663607300.0
Nudt16l1,Q8VHN8,,,,,
Gatad2b,Q8VHR5,0.25595273335464985,0.7427057505790808,263023816.0,314083068.0,440120688.0
Flnc,Q8VHX6,-0.17782811945645027,-0.24337556151610368,3653915200.0,3230181057.5,3086704960.0
Imp4,Q8VHZ7,,,,,
Pxn,Q8VI36,,,,151816008.0,
Ipo4,Q8VI75,0.14020493951289878,-0.1681425012872875,558607033.5,615619392.5,497153456.5
Noc3l,Q8VI84,0.3468082761067948,0.30922524637762333,149952586.0,190701300.0,185797572.0
Sfpq,Q8VIJ6,-0.0380541835622705,-0.11277249987459514,3434068352.5,3344671615.0,3175857665.0
Ciapin1,Q8WTY4,,,,,
Acot7,Q91V12,-0.1187411330821019,-0.5008683303465681,1674461952.5,1542164285.0,1183310975.0
Rab14,Q91V41,-0.10021646914166293,-0.05991917367612969,1017779072.5,949478977.5,976373645.0
Sfxn3,Q91V61,0.4682642660904399,0.768328402327926,98025720.0,135613096.0,166966728.0
Isoc1,Q91V64,-0.20240257868967051,0.37733889373261076,366297288.0,318349708.0,475799552.0
Rbm42,Q91V81,,,,,
Tti1,Q91V83,,,,,
Acly,Q91V92,-0.06257979184054274,-0.348522553642343,966094080.0,925083695.0,758758690.0
Poldip2,Q91VA6,0.40399295456237316,0.17620621333416278,121969776.0,161386136.0,137814712.0
Eif4a3,Q91VC3,0.3576109795155705,0.1908639065747824,921855330.0,1181175425.0,1052249025.0
Ndufs1,Q91VD9,0.07386710508022926,0.24822682291556347,165958876.0,174677392.0,197117056.0
Nifk,Q91VE6,-0.37644210997428224,-0.04885007688838111,560737005.5,431955344.0,542068136.5
Snx9,Q91VH2,0.31804318163756834,0.2855961165587098,276461096.0,344647048.0,336982248.0
Memo1,Q91VH6,-0.25864851541959705,-0.49600592325974,595872142.5,498071992.0,422513336.0
Rnh1,Q91VI7,0.12691447536771738,0.06858001000820471,710697007.5,776049727.5,745296577.5
Stk38,Q91VJ4,,,,,
Pqbp1,Q91VJ5,0.17224973402377655,1.0706981356056717,237854880.0,268018272.0,499602176.0
Bzw2,Q91VK1,-0.3535377299324785,-0.6933698916177593,563919025.0,441358287.0,348731848.0
Rbmxl1,Q91VM5,-0.0782190513792755,-0.05310099530122729,1147007905.0,1086475982.5,1105557712.5
Ppa2,Q91VM9,1.1246260583424896,1.3020512082104163,142147504.0,309945557.3333333,350506202.6666667
Chchd6,Q91VN4,-0.2558706037260433,0.5578269859414439,245402832.0,205520356.0,361245316.6666667
Atp5f1c,Q91VR2,0.5387710169524421,0.5120377761505784,1098736400.0,1596172225.0,1566867390.0
Ddx1,Q91VR5,0.041108378395508856,0.09969874662019654,1323426497.5,1361678815.0,1418117247.5
Brk1,Q91VR8,,,,272463328.0,503633280.0
Fam3c,Q91VU0,,,,,
Pus7,Q91VU7,0.0313194503917368,,140874250.66666666,143965925.33333334,
Sh3bgrl3,Q91VW3,,,,,
Ubap2,Q91VX2,-0.3824565196823167,-0.27312614130054214,539421368.5,413806456.0,446384376.0
Znf622,Q91VY9,-0.27361229767459644,-0.16088218016535466,194038581.33333334,160517572.0,173563232.0
Smap1,Q91VZ6,-0.135491927083427,,266515093.33333334,242624512.0,
Ncoa5,Q91W39,,,,123787840.0,105307464.0
Csde1,Q91W50,0.18819572640838683,0.12286837324011136,1630007297.5,1857129152.5,1774911137.5
Rbms1,Q91W59,,,,,
Fbxl15,Q91W61,,,,,
Txndc5,Q91W90,-0.05593733156405983,0.5568849416657167,768381375.0,739159247.5,1130357710.0
Anapc4,Q91W96,-0.1531539815945359,,312384256.0,280921640.0,
Tipin,Q91WA1,,,,,
Setd3,Q91WC0,,,,,
Psme3ip1,Q91WE2,,,,,
Elp2,Q91WG4,,,170361044.0,,
Fubp1,Q91WJ8,-0.05613360584350032,0.04764115671237762,1626627582.5,1564552832.5,1681239362.5
Lrrfip2,Q91WK0,,,,,
Spryd4,Q91WK1,,,,,
Eif3h,Q91WK2,-0.003766708634801879,-0.35975953126943494,1454389025.0,1450596737.5,1133397312.5
Gcsh,Q91WK5,,,,,
Rrp9,Q91WM3,0.08424659094161505,0.05479720160165115,1447149505.0,1534172350.0,1503173122.5
Dnajc9,Q91WN1,-0.19709038489981778,-0.26592963825297494,268740896.0,234424848.0,223501768.0
Yars1,Q91WQ3,-0.28705387534708326,-0.2910003415581778,808001582.5,662217090.0,660408082.5
Taf5l,Q91WQ5,,,,,
Ascc2,Q91WR3,,0.30393325287999756,209018469.33333334,,258034448.0
Cisd1,Q91WS0,,,,,
Dr1,Q91WV0,0.8634028497697748,1.164595299402924,131243392.0,238774312.0,294208736.0
Ash2l,Q91X20,,,,,
Erlin1,Q91X78,,,,,
Dap,Q91XC8,0.5156445013532838,2.6520767578987954,121916058.0,174295178.66666666,766329540.0
Lims2,Q91XD2,,,,,
Uxs1,Q91XL3,,,,,
Basp1,Q91XV3,,,,203791676.0,266849624.0
Wasl,Q91YD9,-0.7474185285739897,-1.4285069693030668,618053985.0,368155264.0,229616432.0
Ipo9,Q91YE6,0.008429691511868323,-0.5136319777632374,382146400.0,384385824.0,267677052.0
Atl3,Q91YH5,,,,155025096.0,162686762.66666666
Arrb2,Q91YI4,,,,,
Snx4,Q91YJ2,-0.10402458161816384,,171210512.0,159300048.0,
Rrp1b,Q91YK2,,0.024457542901253775,226841968.0,,230720328.0
Rnf126,Q91YL2,,,,,
Tbrg4,Q91YM4,,,,,
Uap1,Q91YN5,,,,,
Bag2,Q91YN9,0.07989511302353418,0.3600939492140559,367170792.0,388077936.0,471267191.5
L2hgdh,Q91YP0,,,,,
Nln,Q91YP2,-0.18468546419489812,-0.2604005752036282,291059416.0,256085972.0,242992724.0
Rpn1,Q91YQ5,0.4094290170576344,0.5534685829546797,1253269985.0,1664543135.0,1839311490.0
Twf1,Q91YR1,-0.3187489078155608,-0.8167878455477066,445408376.0,357112784.0,252860352.0
Mettl13,Q91YR5,,,234666704.0,,
Prpf6,Q91YR7,0.41157839376915073,0.4271143937967906,307363824.0,408837000.0,413263448.0
Ptgr1,Q91YR9,,,,,
Camk1,Q91YS8,,,,,209934616.0
Ndufv1,Q91YT0,,,139372748.0,,
Ythdf2,Q91YT7,0.01043109919567149,0.05300208100734227,364870688.0,367518368.0,378524672.0
Ppan,Q91YU8,0.9916970323202776,2.0996268153286017,123526628.0,245635504.0,529433280.0
Dnajc3,Q91YW3,,,,155074336.0,203698874.66666666
Lpgat1,Q91YX5,,,,148957184.0,102165848.0
Atpaf2,Q91YY4,,,,,
Ptbp2,Q91Z31,,,,,
Ttc1,Q91Z38,-0.20914653583317114,,280412640.0,242570624.0,
Grhpr,Q91Z53,-0.34685254717202824,-0.11039534635258018,565384495.0,444560501.3333333,523734983.0
Srgap2,Q91Z67,,,,,
Tmlhe,Q91ZE0,,,,,
Ugp2,Q91ZJ5,,,196537104.0,,
Slc35b2,Q91ZN5,,,,,
Rab4b,Q91ZR1,,,,,
Asb6,Q91ZU1,,,,,
Mia2,Q91ZV0,,,,,
Pofut1,Q91ZW2,,,,,
Smarca5,Q91ZW3,0.3537989565257702,0.364566260203671,888709070.0,1135700222.5,1144208032.5
Lrp1,Q91ZX7,0.3458245231194569,0.49151699573487784,930865422.5,1183015550.0,1308724575.0
Scpep1,Q920A5,0.2572964095874816,-0.2734603009578709,323377920.0,386513173.3333333,267541162.66666666
Supt16h,Q920B9,0.112758096518262,0.1815282557665136,1036642897.5,1120915167.5,1175640737.5
Fdps,Q920E5,-0.6682278149796028,-0.9391158947546127,2864190782.5,1802375712.5,1493825570.0
Fads1,Q920L1,,,,,
Msi2,Q920Q6,-0.48286896667005286,-0.16142210011141145,419346816.0,300064976.0,374956128.0
Ivns1abp,Q920Q8,,,,,
Bicd2,Q921C5,,,,,
Rab31,Q921E2,0.7113189030159404,0.522763095949488,230445040.0,377307720.0,331081365.3333333
Eed,Q921E6,,,,,
Tardbp,Q921F2,0.39448574531833586,0.34849131451534177,2277975487.5,2994339840.0,2900383230.0
Hnrnpll,Q921F4,0.16838449605046343,0.004469704607148755,480837792.0,540365207.5,482329816.0
Coa7,Q921H9,,,,,
Klhdc4,Q921I2,,,182516120.0,,
Exosc4,Q921I9,0.13544699941114408,,1250341760.0,1373416770.0,
Rheb,Q921J2,,,,,
Ube2s,Q921J4,-0.3480323145214065,0.06569438358285941,411792664.0,323526932.0,430977488.0
Tmco1,Q921L3,,,,504379200.0,559905600.0
Sf3b3,Q921M3,0.16869761586269438,0.1879333812231227,809033840.0,909389070.0,921595345.0
Golga2,Q921M4,,,,,
Cyrib,Q921M7,0.5055638237250714,0.415508644131476,270168280.0,383551984.0,360342032.0
Ddx27,Q921N6,0.24166485387088732,0.4117261779825038,547574352.0,647427985.0,728425310.0
Tmem70,Q921N7,,,,,
Rin1,Q921Q7,0.017465370791769977,0.5551693302437624,87967077.0,89038485.0,129253640.0
Tor1aip1,Q921T2,0.24684652798458467,0.41179126124672094,1937802975.0,2299417475.0,2577930115.0
Smtn,Q921U8,,,,,
Mgat2,Q921V5,,,,,
Chmp1a,Q921W0,,,,,
Cryzl1,Q921W4,,,,,
Pdia5,Q921X9,0.7614623697615012,1.3340255565806127,166108052.0,281587712.0,418766944.0
Mob1a,Q921Y0,-0.11645200179867421,-0.3887510072915242,408327896.0,376663472.0,311876992.0
Imp3,Q921Y2,,,,,
Dars1,Q922B2,0.292571432104619,0.31495488276400707,1082245855.0,1325557917.5,1346284352.5
Ppp6r3,Q922D4,,,,,
Mthfd1,Q922D8,-0.07755558379607633,-0.24390155184167195,1155092352.5,1094637070.0,975427567.5
Tubb6,Q922F4,-0.250180119275626,-0.2749656772908888,2742281857.5,2305687102.5,2266413632.5
Pdk3,Q922H2,,,,,
Gmppa,Q922H4,,,,,
Clip1,Q922J3,,,178458032.0,,
Far1,Q922J9,-0.279346184628737,-0.1231585797965629,291761144.0,240400780.0,267887856.0
Nop2,Q922K7,0.10567147001982334,0.314789701210962,1546645985.0,1664183457.5,1923765185.0
Glyr1,Q922P9,,,,,
Mtarc2,Q922Q1,0.522676473483237,0.7216422290802293,103805080.0,149128244.0,171180608.0
Pycr2,Q922Q4,0.3297024902461412,0.5886071654840709,919976912.5,1156184832.5,1383455967.5
Lrrc59,Q922Q8,-0.12222034784689659,-0.07950363901593246,5694489350.0,5231940475.0,5389169025.0
Pdia6,Q922R8,-0.302972410574753,-0.0032471883862279266,2968442050.0,2406161600.0,2961768255.0
Kif2c,Q922S8,,,,,
Prpf3,Q922U1,0.3794198321956777,0.4043678588297337,262960064.0,342063352.0,348029976.0
Krt5,Q922U2,,,,,
Plrg1,Q922V4,0.4216588702750425,0.44440020586288886,198934252.0,266465834.66666666,270699440.0
Pycr1,Q922W5,,,,,
Ubxn1,Q922Y1,0.14455822791127243,0.4917877180685136,279775956.0,309262136.0,393417109.3333333
Blvrb,Q923D2,0.17657299204753046,-0.20585132125985203,215814736.0,243912952.0,187117184.0
Sf3b5,Q923D4,0.9344446924197936,1.0464945178422158,187199768.0,357767748.5,386662047.5
Wbp11,Q923D5,,-0.1695277640321129,333229354.6666667,,296285440.0
Polr2h,Q923G2,-0.33622715500984074,-0.7016315817188541,234459316.0,185717588.0,144163508.0
Camk2g,Q923T9,,,,,
Tom1l1,Q923U0,,,,,
Xpo5,Q924C1,0.1785870225269852,-0.06669500883328941,687759967.5,778389455.0,656688929.5
Mrps2,Q924T2,,,,,
Cers2,Q924Z4,0.32655936036255456,0.6826440317672055,277921112.0,348518392.0,446085255.5
Pawr,Q925B0,,,,,
Krtap6-5,Q925H3,,,,,
Atad3,Q925I1,0.5837609266301822,0.4176387127826006,262821012.0,393903312.0,351060416.0
Med1,Q925J9,,,,,
Taldo1,Q93092,-0.23273272460919173,-0.39650994668589523,857899185.0,730090545.0,651740737.5
Hnrnpab,Q99020,0.2199970434431876,0.06112751786468836,6303527825.0,7341915525.0,6576349575.0
Wdr77,Q99J09,0.3653132146312486,,205231322.66666666,264371040.0,
Thumpd1,Q99J36,,,242098564.0,,
Nrbp1,Q99J45,-0.13263984982909294,,198960068.0,181483584.0,
Dhrs7b,Q99J47,0.4666129554334362,,149043656.0,205957680.0,
Derl1,Q99J56,,,,,
Rfc4,Q99J62,0.29216422614353854,0.17433990445359296,480906928.0,588858881.0,542678448.0
Nans,Q99J77,-0.4888427708842082,-0.6326002963730813,620791001.0,442373472.0,400418144.0
Cdk9,Q99J95,,,,,
Mpst,Q99J99,0.4819047487414318,0.4341482271246332,172010464.0,240227461.33333334,232405556.0
Stoml2,Q99JB2,0.5061391704892951,0.8709905608773733,630971840.0,896134195.0,1153995890.0
Mvd,Q99JF5,,,317847184.0,,
Psip1,Q99JF8,0.08528731745770136,0.037537661534703656,651666510.0,691352350.0,668844815.0
Rpp25l,Q99JH1,,,,,
Mustn1,Q99JI1,,,,,
Psmd6,Q99JI4,0.12994016283467938,-0.015354809777312978,710353440.0,777303055.0,702833137.5
Rap1b,Q99JI6,0.2314785871413309,0.09917078146063944,920613230.0,1080834527.5,986121872.5
Klhl22,Q99JN2,,,,,
Cdc26,Q99JP4,,,,,
